id,short_name,long_name,shape_id,route_id1,proof_of_payment,ft_mode,vehicle_name,route_id
287,MK209,209 NO BND-ISSAQH,210287,1209,0,local_bus,llocal_bus1,2_1209
21,MK005,5 SH CC-GRWD-SCBD,210021,1005,0,local_bus,llocal_bus1,2_1005
689,ET008,8 MERRIL CK-EV ST,210689,7008,0,local_bus,llocal_bus1,2_7008
695,KT005,5 CEDAR HEIGHTS S,210695,4005,0,local_bus,llocal_bus1,2_4005
420,MK885,885 BELLEVUE TC-WIL*,210420,1885,0,local_bus,llocal_bus1,2_1885
254,MK164,164 GR RV CC-KENT,210254,1164,0,local_bus,llocal_bus1,2_1164
589,PT410,410 112TH STREET,210589,2410,0,local_bus,llocal_bus1,2_2410
146,MK066,66 NGATE-UW-SCBD ,210146,1066,0,premium_bus,premium_bus1,2_1066
330,MK253,253 RED-OVRLK-BEL,210330,1253,0,local_bus,llocal_bus1,2_1253
166,MK073,73 JCPK-I5-SEA EX,210166,1073,0,premium_bus,premium_bus1,2_1073
615,PT214,214 WASHINGTON,210615,2214,0,local_bus,llocal_bus1,2_2214
196,MK118,118 TAHLQ-VSH HTS,210196,1118,0,local_bus,llocal_bus1,2_1118
575,PT501,501 MILTON-FED WY,210575,2501,0,local_bus,llocal_bus1,2_2501
320,MK245,245 KRK-OVRLK-FCT,210320,1245,0,local_bus,llocal_bus1,2_1245
180,MK099,99 WATRFRNT STCAR,210180,1099,0,local_bus,llocal_bus1,2_1099
353,MK346,346 AUR VIL-NGATE,210353,1346,0,local_bus,llocal_bus1,2_1346
632,PT013,13 N 30TH ST,210632,2013,0,local_bus,llocal_bus1,2_2013
52,MK015,15 CROWN HLL-SCBD,210052,1015,0,local_bus,llocal_bus1,2_1015
712,KT026,26 WEST PARK,210712,4026,0,local_bus,llocal_bus1,2_4026
479,ST510,510 EVERTT-SEACBD,210479,6510,0,premium_bus,premium_bus1,2_6510
270,MK182,182 NE TAC-FED WY,210270,1182,0,local_bus,llocal_bus1,2_1182
437,MK914,914 KENT-EAST HLL,210437,1914,0,local_bus,llocal_bus1,2_1914
731,KT024,24 OLYMPIC COLLEG,210731,4024,0,local_bus,llocal_bus1,2_4024
608,PT003,3 LAKEWOOD-TACOMA,210608,2003,0,local_bus,llocal_bus1,2_2003
85,MK028,28 BROADVW-SEACBD,210085,1028,0,local_bus,llocal_bus1,2_1028
159,MK072,72 LKC-I5-SCBD EX,210159,1072,0,premium_bus,premium_bus1,2_1072
408,ST566,566 ISSAQ-NGATE EX**,210408,6566,0,premium_bus,premium_bus1,2_6566
34,MK011,11 MADISN PK-SCBD,210034,1011,0,local_bus,llocal_bus1,2_1011
536,CT105,Bothell-MarinerP&R,210536,3105,0,local_bus,llocal_bus1,2_3105
107,MK041,41 LKCTY-NGT-SCBD,210107,1041,0,local_bus,llocal_bus1,2_1041
456,MK929,929 NO BEND-REDMD,210456,1929,0,local_bus,llocal_bus1,2_1929
130,MK051,51 ADM-JCT CIRCLE,210130,1051,0,local_bus,llocal_bus1,2_1051
31,MK010,10 CAP HILL-SCBD ,210031,1010,0,local_bus,llocal_bus1,2_1010
250,MK156,156 Scnter-S Tac-De*,210250,1156,0,local_bus,llocal_bus1,2_1156
682,ET005,5 Everett Circ SB,210682,7005,0,local_bus,llocal_bus1,2_7005
364,MK372,MK372c,210364,1372,0,premium_bus,premium_bus1,2_1372
256,MK166,166 DES MOIN-KENT,210256,1166,0,local_bus,llocal_bus1,2_1166
225,MK132,132 HL CC-BUR-SEA,210225,1132,0,local_bus,llocal_bus1,2_1132
663,RLMNR,MNRL SEACTR-WSTLK,210663,8001,0,light_rail,llight_rail1,2_8001
418,MK661,661 ROYAL BROUGH-6A*,210418,1661,0,local_bus,llocal_bus1,2_1661
551,PT059,59 MANITOU,210551,2059,0,local_bus,llocal_bus1,2_2059
378,ST545,545 RED-SCBD-HLGT,210378,6545,0,premium_bus,premium_bus1,2_6545
71,MK023,23 WHITE CTR-SCBD,210071,1023,0,local_bus,llocal_bus1,2_1023
139,MK056,56 ALKI-SEA CBD N,210139,1056,0,local_bus,llocal_bus1,2_1056
577,PT500,500 FEDERAL WAY N,210577,2500,0,local_bus,llocal_bus1,2_2500
67,MK021,21 ARBOR HTS-SCBD,210067,1021,0,local_bus,llocal_bus1,2_1021
505,CT202,SmokeyPoint-Lynwood*,210505,3202,0,premium_bus,premium_bus1,2_3202
30,MK009,9 RAINR BCH-BRDWY,210030,1009,0,premium_bus,premium_bus1,2_1009
465,CT855,855 LYNNWOOD-UW N,210465,3855,0,premium_bus,premium_bus1,2_3855
634,PT113,113 Key Peninsul,210634,2113,0,local_bus,llocal_bus1,2_2113
700,KT013,13 PARKWOOD E LTD,210700,4013,0,local_bus,llocal_bus1,2_4013
594,PT408,408 Sumner to Bonne*,210594,2408,0,local_bus,llocal_bus1,2_2408
211,MK124,124 Tukwila Intl Bl*,210211,1124,0,local_bus,llocal_bus1,2_1124
740,KT035,35 OLD TOWN SHTTL,210740,4035,0,local_bus,llocal_bus1,2_4035
80,MK026,26 E GRNLK-SEACBD,210080,1026,0,local_bus,llocal_bus1,2_1026
620,PT207,207 Ft Lewis,210620,2207,0,local_bus,llocal_bus1,2_2207
89,MK031,31 UW-FRMNT-MAGNL,210089,1031,0,local_bus,llocal_bus1,2_1031
714,KT029,29 TRENTON AVENUE,210714,4029,0,local_bus,llocal_bus1,2_4029
171,MK074,74 NOAA-UW-LWR QA,210171,1074,0,premium_bus,premium_bus1,2_1074
74,MK025,25 LRLHST-UW-SCBD,210074,1025,0,local_bus,llocal_bus1,2_1025
201,MK118,118 TAHLQ-VSH HTS,210201,1118,0,local_bus,llocal_bus1,2_1118
119,MK044,44 BLLRD-UW-MNTLK,210119,1044,0,local_bus,llocal_bus1,2_1044
323,MK248,248 Avondl-Redmnd T*,210323,1248,0,local_bus,llocal_bus1,2_1248
691,ET009,9 AIRPORT RD-EVCC,210691,7009,0,local_bus,llocal_bus1,2_7009
241,MK150,150 AUB-KENT-SCBD,210241,1150,0,local_bus,llocal_bus1,2_1150
115,MK043,43 UW-CAP HL-SCBD,210115,1043,0,local_bus,llocal_bus1,2_1043
275,MK187,187 TWIN LK-FEDWY,210275,1187,0,local_bus,llocal_bus1,2_1187
164,MK073,73 JCPK-I5-SEA EX,210164,1073,0,premium_bus,premium_bus1,2_1073
716,KTFF1,FT FER BREM-PT OR,210716,4501,0,ferry,ferry1,2_4501
53,MK015,15 CROWN HLL-SCBD,210053,1015,0,local_bus,llocal_bus1,2_1015
573,PT501,501 MILTON-FED WY,210573,2501,0,local_bus,llocal_bus1,2_2501
398,ST554,554 ISSAQ-SEA CBD,210398,6554,0,premium_bus,premium_bus1,2_6554
318,MK245,245 KRK-OVRLK-FCT,210318,1245,0,local_bus,llocal_bus1,2_1245
288,MK209,209 NO BND-ISSAQH,210288,1209,0,local_bus,llocal_bus1,2_1209
178,MK098,98 SLU STREETCAR**,210178,1098,0,local_bus,llocal_bus1,2_1098
693,ET025,25 Everett Circl,210693,7025,0,local_bus,llocal_bus1,2_7025
527,CT115,116 EDM-ECC-SL FR,210527,3115,0,local_bus,llocal_bus1,2_3115
184,MK105,105 RNT-RNT HGLND,210184,1105,0,local_bus,llocal_bus1,2_1105
306,MK232,232 DUVLL-RED-BEL SB,210306,1232,0,local_bus,llocal_bus1,2_1232
559,PT057,57 Tacoma Mall,210559,2057,0,local_bus,llocal_bus1,2_2057
447,MK921,921 BELV-SOMERSET,210447,1921,0,local_bus,llocal_bus1,2_1921
102,MK038,38 RNR-BC HL-SODO,210102,1038,0,local_bus,llocal_bus1,2_1038
616,PT212,212 STEILACOOM,210616,2212,0,local_bus,llocal_bus1,2_2212
230,MK139,139 GRG HT-BURIEN,210230,1139,0,local_bus,llocal_bus1,2_1139
86,MK030,30 Sand Point to U *,210086,1030,0,local_bus,llocal_bus1,2_1030
648,RLLRL,LITE RL TCOMA CBD,210648,6010,0,light_rail,llight_rail1,2_6010
197,MK118,118 TAHLQ-VSH HTS,210197,1118,0,local_bus,llocal_bus1,2_1118
383,ST545,545 RED-SCBD-HLGT,210383,6545,0,premium_bus,premium_bus1,2_6545
742,KT041,41 LINCOLN DRIVE ,210742,4041,0,local_bus,llocal_bus1,2_4041
44,MK013,13 SPU-SEA CBD SB,210044,1013,0,local_bus,llocal_bus1,2_1013
133,MK053,53 W SEA CIRCL CW,210133,1053,0,local_bus,llocal_bus1,2_1053
542,ST594,594 LKWD-TAC-SCBD,210542,6594,0,premium_bus,premium_bus1,2_6594
679,ET003,3 W Casino Rd-EvrtS*,210679,7003,0,local_bus,llocal_bus1,2_7003
470,CT701,701 Swift-Aurora-Ev*,210470,3701,0,premium_bus,premium_bus1,2_3701
262,MK174,174 FDWY-STAC-SEA,210262,1174,0,local_bus,llocal_bus1,2_1174
660,WFFAV,WSF FAUNTLR-VASHN,210660,5002,0,ferry,ferry1,2_5002
599,PT406,406 BUCKLEY,210599,2406,0,local_bus,llocal_bus1,2_2406
83,MK027,27 COLMAN PK-SCBD,210083,1027,0,local_bus,llocal_bus1,2_1027
25,MK007,7 RAIN BCH-SEACBD,210025,1007,0,local_bus,llocal_bus1,2_1007
176,MK075,75 BALLRD-NGAT-UW,210176,1075,0,local_bus,llocal_bus1,2_1075
625,PT204,204 LAKEWD-PRKLND,210625,2204,0,local_bus,llocal_bus1,2_2204
79,MK025,25 LRLHST-UW-SCBD,210079,1025,0,local_bus,llocal_bus1,2_1025
142,MK060,60 WTCR-GTWN-BDWY,210142,1060,0,local_bus,llocal_bus1,2_1060
585,PT042,42 MCKINLEY AVE,210585,2042,0,local_bus,llocal_bus1,2_2042
513,CT131,131 EDM CC-AUR VL,210513,3131,0,local_bus,llocal_bus1,2_3131
267,MK180,180 Se Auburn-KentS*,210267,1180,0,local_bus,llocal_bus1,2_1180
94,MK036,36 RAINR BCH-SCBD,210094,1036,0,local_bus,llocal_bus1,2_1036
642,PT001,1 6TH AV-PACIF AV,210642,2001,0,local_bus,llocal_bus1,2_2001
431,MK909,909 KENNYDL-RENTN,210431,1909,0,local_bus,llocal_bus1,2_1909
6,MK002,2 W Q ANN-MADRONA,210006,1002,0,local_bus,llocal_bus1,2_1002
489,CT277,227 Boeing-EverettSt,210489,3277,0,premium_bus,premium_bus1,2_3277
618,PT212,212 STEILACOOM,210618,2212,0,local_bus,llocal_bus1,2_2212
403,ST560,560 BEL-STAC-WSEA,210403,6560,0,premium_bus,premium_bus1,2_6560
344,MK301,301 RICH BCH-SCBD SB,210344,1301,0,local_bus,llocal_bus1,2_1301
169,MK073,73 JCPK-I5-SEA EX,210169,1073,0,premium_bus,premium_bus1,2_1073
578,PT048,48 SHERIDAN-M ST ,210578,2048,0,local_bus,llocal_bus1,2_2048
199,MK118,118 TAHLQ-VSH HTS,210199,1118,0,local_bus,llocal_bus1,2_1118
325,MK249,249 BEL-OVRLK-RDM,210325,1249,0,local_bus,llocal_bus1,2_1249
117,MK043,43 UW-CAP HL-SCBD,210117,1043,0,local_bus,llocal_bus1,2_1043
129,MK049,49 UW-BRDWAY-SCBD,210129,1049,0,local_bus,llocal_bus1,2_1049
189,MK106,106 RNTN-SKY-SCBD,210189,1106,0,local_bus,llocal_bus1,2_1106
532,CT110,110 LYNWD TC-EDMD,210532,3110,0,local_bus,llocal_bus1,2_3110
16,MK004,4 E Q AN-JUDKN PK,210016,1004,0,local_bus,llocal_bus1,2_1004
452,MK927,927 SAMMISH-ISSQH,210452,1927,0,local_bus,llocal_bus1,2_1927
653,WFPDT,WSF PT DEFI-TAHLQ,210653,5004,0,ferry,ferry1,2_5004
48,MK014,14 SUMMIT-MT BAKR,210048,1014,0,local_bus,llocal_bus1,2_1014
561,PT056,56 56TH ST,210561,2056,0,local_bus,llocal_bus1,2_2056
386,ST550,550 BELLVU-SEACBD,210386,6550,0,premium_bus,premium_bus1,2_6550
587,PT413,413 Wildwood,210587,2413,0,local_bus,llocal_bus1,2_2413
144,MK065,65 LKCTY-WDGWD-UW,210144,1065,0,local_bus,llocal_bus1,2_1065
221,MK131,131 HL CC-BUR-SEA,210221,1131,0,local_bus,llocal_bus1,2_1131
515,CT130,130 LYN TC-AUR VL,210515,3130,0,local_bus,llocal_bus1,2_3130
547,ST590,590 Tacoma-Seatt,210547,6590,0,premium_bus,premium_bus1,2_6590
374,ST540,540 REDMOND-UW WB,210374,6540,0,premium_bus,premium_bus1,2_6540
296,MK221,221 Ed Hill-Xroads *,210296,1221,0,local_bus,llocal_bus1,2_1221
759,MKFF1,EL BAY WATER TAXI WB,210759,5009,0,ferry,ferry1,2_5009
475,ST511,511 ASH WY-SEACBD,210475,6511,0,premium_bus,premium_bus1,2_6511
433,MK912,912 ENMCLW-CVNGTN,210433,1912,0,local_bus,llocal_bus1,2_1912
604,PT300,300 SO TACOMA WAY,210604,2300,0,local_bus,llocal_bus1,2_2300
730,KT036,36 RIDGETOP SHTTL,210730,4036,0,local_bus,llocal_bus1,2_4036
155,MK071,71 WDG-I5-SCBD EX,210155,1071,0,premium_bus,premium_bus1,2_1071
341,MK272,272 EGT-CRSRDS-UW,210341,1272,0,local_bus,llocal_bus1,2_1272
351,MK345,345 SHRL CC-NGATE,210351,1345,0,local_bus,llocal_bus1,2_1345
421,MK888,888 Egate P&R to In*,210421,1888,0,local_bus,llocal_bus1,2_1888
704,KT020,20 NAVY YARD CITY,210704,4020,0,local_bus,llocal_bus1,2_4020
630,PT016,16 UPS-TCC,210630,2016,0,local_bus,llocal_bus1,2_2016
757,PT051,51 TCC-TCOMA MAL,210757,2051,0,local_bus,llocal_bus1,2_2051
331,MK253,253 RED-OVRLK-BEL,210331,1253,0,local_bus,llocal_bus1,2_1253
207,MK121,121 BURIEN-SEACBD,210207,1121,0,local_bus,llocal_bus1,2_1121
19,MK005,5 SH CC-GRWD-SCBD,210019,1005,0,local_bus,llocal_bus1,2_1005
415,ST599,599 Lakewood-Tacoma*,210415,6599,0,premium_bus,premium_bus1,2_6599
681,ET004,4 DOWNTOWN E-W EB,210681,7004,0,local_bus,llocal_bus1,2_7004
57,MK016,16 NGT-WLFRD-SCBD,210057,1016,0,local_bus,llocal_bus1,2_1016
99,MK036,36 RAINR BCH-SCBD,210099,1036,0,local_bus,llocal_bus1,2_1036
494,CT247,247 STNWD-EVT BOE,210494,3247,0,premium_bus,premium_bus1,2_3247
454,MK927,927 SAMMISH-ISSQH,210454,1927,0,local_bus,llocal_bus1,2_1927
91,MK033,33 MAGNLIA-SEACBD,210091,1033,0,local_bus,llocal_bus1,2_1033
174,MK075,75 BALLRD-NGAT-UW,210174,1075,0,local_bus,llocal_bus1,2_1075
623,PT206,206 PAC HWY-TILCM,210623,2206,0,local_bus,llocal_bus1,2_2206
38,MK012,12 CAP HILL-SCBD ,210038,1012,0,local_bus,llocal_bus1,2_1012
265,MK180,180 Se Auburn-KentS*,210265,1180,0,local_bus,llocal_bus1,2_1180
122,MK046,46 SHLSHL-BLRD-UW EB,210122,1046,0,local_bus,llocal_bus1,2_1046
549,ST590,590 Seattle-Taco,210549,6590,0,premium_bus,premium_bus1,2_6590
35,MK011,11 MADISN PK-SCBD,210035,1011,0,local_bus,llocal_bus1,2_1011
376,ST540,540 REDMOND-UW WB,210376,6540,0,premium_bus,premium_bus1,2_6540
477,ST510,510 EVERTT-SEACBD,210477,6510,0,premium_bus,premium_bus1,2_6510
108,MK041,41 LKCTY-NGT-SCBD,210108,1041,0,local_bus,llocal_bus1,2_1041
268,MK181,181 FEDWAY-AUBURN,210268,1181,0,local_bus,llocal_bus1,2_1181
606,PT300,300 SO TACOMA WAY,210606,2300,0,local_bus,llocal_bus1,2_2300
235,MK148,148 FAIRWD-RENTON,210235,1148,0,local_bus,llocal_bus1,2_1148
723,KT034,34 BANGOR SHUTTLE,210723,4034,0,premium_bus,premium_bus1,2_4034
157,MK071,71 WDG-I5-SCBD EX,210157,1071,0,premium_bus,premium_bus1,2_1071
534,CT106,Bothell-MarinerP&R,210534,3106,0,local_bus,llocal_bus1,2_3106
566,PT053,53 UNIVERSITY PL,210566,2053,0,local_bus,llocal_bus1,2_2053
391,ST550,550 BELLVU-SEACBD,210391,6550,0,premium_bus,premium_bus1,2_6550
313,MK236,236 WOOD-KNGT-KRK,210313,1236,0,local_bus,llocal_bus1,2_1236
592,PT409,409 PUYALP-SUMNER,210592,2409,0,local_bus,llocal_bus1,2_2409
419,MK661,661 ROYAL BROUGH-6A*,210419,1661,0,local_bus,llocal_bus1,2_1661
333,MK255,255 JNTA-KRK-SCBD,210333,1255,0,local_bus,llocal_bus1,2_1255
520,CT119,LynwoodTC-Meadowdale,210520,3119,0,local_bus,llocal_bus1,2_3119
299,MK230,230 KNGSG-BTC-RED,210299,1230,0,local_bus,llocal_bus1,2_1230
417,ST599,599 Lakewood-Tacoma*,210417,6599,0,premium_bus,premium_bus1,2_6599
1,MK001,1 KINNEAR-SEA CBD,210001,1001,0,local_bus,llocal_bus1,2_1001
669,ET012,12 Mall Circl,210669,7012,0,local_bus,llocal_bus1,2_7012
438,MK915,915 AUBRN-ENUMCLW,210438,1915,0,local_bus,llocal_bus1,2_1915
362,MK372,372 WDNVL-BTHL-UW,210362,1372,0,premium_bus,premium_bus1,2_1372
223,MK132,132 HL CC-BUR-SEA,210223,1132,0,local_bus,llocal_bus1,2_1132
735,KT012,12 SILVERDLE WEST,210735,4012,0,local_bus,llocal_bus1,2_4012
7,MK003,3 N Q ANNE-MDRONA,210007,1003,0,local_bus,llocal_bus1,2_1003
709,KT025,25 EAST PARK,210709,4025,0,local_bus,llocal_bus1,2_4025
635,PT113,113 Key Peninsul,210635,2113,0,local_bus,llocal_bus1,2_2113
356,MK347,347 MTLK TER-NGTE,210356,1347,0,local_bus,llocal_bus1,2_1347
239,MK150,150 AUB-KENT-SCBD,210239,1150,0,local_bus,llocal_bus1,2_1150
212,MK124,124 Tukwila Intl Bl*,210212,1124,0,local_bus,llocal_bus1,2_1124
400,ST554,554 ISSAQ-SEA CBD,210400,6554,0,premium_bus,premium_bus1,2_6554
131,MK051,51 ADM-JCT CIRCLE,210131,1051,0,local_bus,llocal_bus1,2_1051
503,CT207,227 Boeing-Marysvill,210503,3207,0,premium_bus,premium_bus1,2_3207
65,MK021,21 ARBOR HTS-SCBD,210065,1021,0,local_bus,llocal_bus1,2_1021
686,ET701,ET701,210686,7701,0,local_bus,llocal_bus1,2_7701
423,MK890,890 LAKEMONT BLVD-I*,210423,1890,0,local_bus,llocal_bus1,2_1890
335,MK269,269 OVLK-SAHL-ISS NB,210335,1269,0,local_bus,llocal_bus1,2_1269
257,MK167,167 AU-KNT-405-UW NB,210257,1167,0,local_bus,llocal_bus1,2_1167
463,CT870,870 EDMONDS-UW SB,210463,3870,0,premium_bus,premium_bus1,2_3870
459,MK935,935 KENMR-KINGSGT,210459,1935,0,local_bus,llocal_bus1,2_1935
110,MK041,41 LKCTY-NGT-SCBD,210110,1041,0,local_bus,llocal_bus1,2_1041
711,KT026,26 WEST PARK,210711,4026,0,local_bus,llocal_bus1,2_4026
349,MK331,331 KENMOR-SHR CC,210349,1331,0,local_bus,llocal_bus1,2_1331
237,MK149,149 BLK DIA-RENTN,210237,1149,0,local_bus,llocal_bus1,2_1149
393,ST550,550 BELLVU-SEACBD,210393,6550,0,premium_bus,premium_bus1,2_6550
205,MK120,120 BUR-DELR-SCBD,210205,1120,0,local_bus,llocal_bus1,2_1120
568,PT053,53 UNIVERSITY PL,210568,2053,0,local_bus,llocal_bus1,2_2053
283,MK205,205 M I-1ST HL-UW,210283,1205,0,premium_bus,premium_bus1,2_1205
127,MK048,48 RAIN BC-LYL HT,210127,1048,0,local_bus,llocal_bus1,2_1048
496,CT240,240 STNWD-ARLNGTN,210496,3240,0,local_bus,llocal_bus1,2_3240
688,ET072,ET702,210688,7072,0,local_bus,llocal_bus1,2_7072
522,CT118,118 AUR VL-ASH WY,210522,3118,0,local_bus,llocal_bus1,2_3118
381,ST545,545 RED-SCBD-HLGT,210381,6545,0,premium_bus,premium_bus1,2_6545
554,ST586,586 UDistrict-Ta,210554,6586,0,premium_bus,premium_bus1,2_6586
301,MK230,230 KNGSG-BTC-RED,210301,1230,0,local_bus,llocal_bus1,2_1230
440,MK916,916 KENT-EAST HLL,210440,1916,0,local_bus,llocal_bus1,2_1916
273,MK183,183 FEDRL WY-KENT,210273,1183,0,local_bus,llocal_bus1,2_1183
482,CT414,414 MCOLM PR-SCBD,210482,3414,0,premium_bus,premium_bus1,2_3414
728,KT043,43 VIKING AVE,210728,4043,0,local_bus,llocal_bus1,2_4043
611,PT026,26 M L KING JR WY,210611,2026,0,local_bus,llocal_bus1,2_2026
9,MK003,3 N Q ANNE-MDRONA,210009,1003,0,local_bus,llocal_bus1,2_1003
162,MK072,72 LKC-I5-SCBD EX,210162,1072,0,premium_bus,premium_bus1,2_1072
37,MK011,11 MADISN PK-SCBD,210037,1011,0,local_bus,llocal_bus1,2_1011
539,CT101,101 MAR PR-AUR VL,210539,3101,0,local_bus,llocal_bus1,2_3101
316,MK240,240 BEL-NEWC-RENT,210316,1240,0,local_bus,llocal_bus1,2_1240
597,PT407,407 BON LK-PR RDG,210597,2407,0,local_bus,llocal_bus1,2_2407
214,MK125,125 SHWD-WTCT-SEA,210214,1125,0,local_bus,llocal_bus1,2_1125
666,RLLR,LightRail Sea-Se,210666,6011,0,light_rail,llight_rail1,2_6011
182,MK101,101 RENTN TC-SCBD,210182,1101,0,local_bus,llocal_bus1,2_1101
369,ST522,ST522b,210369,6522,0,premium_bus,premium_bus1,2_6522
674,ET002,2 BOEING-WALNUT SB,210674,7002,0,local_bus,llocal_bus1,2_7002
259,MK168,168 TIMBERLN-KENT,210259,1168,0,local_bus,llocal_bus1,2_1168
367,MK373,373 AURVL-15TH-UW,210367,1373,0,premium_bus,premium_bus1,2_1373
555,ST578,578 Seattle-Puya,210555,6578,0,premium_bus,premium_bus1,2_6578
228,MK134,134 BURIEN-SEACBD,210228,1134,0,local_bus,llocal_bus1,2_1134
149,MK067,67 NORTHGTE TC-UW,210149,1067,0,local_bus,llocal_bus1,2_1067
655,WFSBI,WSF SEA-BAINB ISL,210655,5005,0,ferry,ferry1,2_5005
244,MK153,153 KENT-RENTON NB,210244,1153,0,local_bus,llocal_bus1,2_1153
580,PT045,45 YAKIMA,210580,2045,0,local_bus,llocal_bus1,2_2045
291,MK213,213 N MERCER ISLN,210291,1213,0,local_bus,llocal_bus1,2_1213
508,CT200,LynwoodTC-SmokeyPoi*,210508,3200,0,local_bus,llocal_bus1,2_3200
540,PT061,61 NE TAC-BRWN PT,210540,2061,0,premium_bus,premium_bus1,2_2061
697,KT011,11 CROSSTOWN LTD ,210697,4011,0,premium_bus,premium_bus1,2_4011
426,MK903,903 TWN LK-FED TC,210426,1903,0,local_bus,llocal_bus1,2_1903
637,PT011,11 POINT DEFIANCE,210637,2011,0,local_bus,llocal_bus1,2_2011
358,MK348,348 RICH BCH-NGTE,210358,1348,0,local_bus,llocal_bus1,2_1348
